cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	nt_lekon	nt_simalur	Concepticon_Gloss	Concepticon_ID	concept_url
the Mentawai (Pagai & Sipora) list (no date)	969	boekoe	NA	steen	stone	batu	573	586	667	TRUE												STONE	857	https://concepticon.clld.org/parameters/857
the Mentawai (Pagai & Sipora) list (no date)	970	polak	NA	aarde (grond)	earth (ground)	tanah	574	587	668	TRUE	earth											EARTH (SOIL)	1228	https://concepticon.clld.org/parameters/1228
the Mentawai (Pagai & Sipora) list (no date)	971	ngai	NA	zand	sand	pasir	575	588	669	TRUE												SAND	671	https://concepticon.clld.org/parameters/671
the Mentawai (Pagai & Sipora) list (no date)	973	laba	NA	ijzer	iron	besi	577	589	671	FALSE												IRON	621	https://concepticon.clld.org/parameters/621
the Mentawai (Pagai & Sipora) list (no date)	984	sese	NA	houtskool	charcoal	arang	-	613	679	FALSE												CHARCOAL	1188	https://concepticon.clld.org/parameters/1188
the Mentawai (Pagai & Sipora) list (no date)	985	bowo'wo'	NA	hamer	hammer	martil	-	614	680	FALSE												HAMMER	1481	https://concepticon.clld.org/parameters/1481
the Mentawai (Pagai & Sipora) list (no date)	987	lalaplap	44	tang	tongs	sepit, tang	-	616	682	FALSE			lalaplap	fire tongs								TONGS	272	https://concepticon.clld.org/parameters/272
the Mentawai (Pagai & Sipora) list (no date)	987	totoktok	44	tang	tongs	sepit, tang	-	616	682	FALSE			totoktok	kind of pliers								TONGS	272	https://concepticon.clld.org/parameters/272
the Mentawai (Pagai & Sipora) list (no date)	988	bô	NA	gloeiende kool	cinders, glowing coals	bara api	-	617	683	FALSE												CHARCOAL	1188	https://concepticon.clld.org/parameters/1188
the Mentawai (Pagai & Sipora) list (no date)	989	asa	NA	slijpen	to sharpen, to grind	mengasah	-	618	684	FALSE												SHARPEN (SOMETHING)	251	https://concepticon.clld.org/parameters/251
the Mentawai (Pagai & Sipora) list (no date)	991	pangoeroeat	NA	geschenk	gift, present	hadiah, pemberian	634	648	-	FALSE												GIFT	2982	https://concepticon.clld.org/parameters/2982
the Mentawai (Pagai & Sipora) list (no date)	993	pa'abat	NA	vrede sluiten	to make peace	berdamai, mengadakan perdamaian	636	650	-	FALSE												PEACE	1338	https://concepticon.clld.org/parameters/1338
the Mentawai (Pagai & Sipora) list (no date)	995	sipoeëkpak	45	handelaar (grote, kleine)	merchant	saudagar, pedagang	638	652	686	FALSE			sipoeëkpak	(lit.) wanderer								MERCHANT	1082	https://concepticon.clld.org/parameters/1082
the Mentawai (Pagai & Sipora) list (no date)	995	moeekpak	45	handelaar (grote, kleine)	merchant	saudagar, pedagang	638	652	686	FALSE			moeekpak	to roam about, not having a fixed dwelling place								MERCHANT	1082	https://concepticon.clld.org/parameters/1082
the Mentawai (Pagai & Sipora) list (no date)	1001	toko	NA	winkel (grote, kleine, warong)	shop	toko, warung	639	653	687	FALSE												SHOP	746	https://concepticon.clld.org/parameters/746
the Mentawai (Pagai & Sipora) list (no date)	1002	panakiat	NA	markt	market	pasar	640	654	688	FALSE												MARKET	633	https://concepticon.clld.org/parameters/633
the Mentawai (Pagai & Sipora) list (no date)	1003	pasaki	NA	handeldrijven, handelen	to trade	berdagang	641	655	689	FALSE												TRADE	898	https://concepticon.clld.org/parameters/898
the Mentawai (Pagai & Sipora) list (no date)	1004	bibilet	NA	koopwaren	merchandise	barang dagangan	642	656	690	FALSE												MERCHANDISE	3406	https://concepticon.clld.org/parameters/3406
the Mentawai (Pagai & Sipora) list (no date)	1005	soesoeilak	NA	naald	needle	jarum	-	657	691	FALSE												NEEDLE (FOR SEWING)	1382	https://concepticon.clld.org/parameters/1382
the Mentawai (Pagai & Sipora) list (no date)	1007	saki	NA	prijs	price	harga	643	658	693	FALSE												PRICE	657	https://concepticon.clld.org/parameters/657
the Mentawai (Pagai & Sipora) list (no date)	1008	oetoek	NA	winst	profit	untung, laba	644	659	694	FALSE												BENEFIT	2929	https://concepticon.clld.org/parameters/2929
the Mentawai (Pagai & Sipora) list (no date)	1010	saki	NA	kopen	to buy	membeli	646	661	696	FALSE												BUY	1869	https://concepticon.clld.org/parameters/1869
the Mentawai (Pagai & Sipora) list (no date)	1011	makepoe saki	NA	duur	expensive	mahal	647	662	697	FALSE												EXPENSIVE	1426	https://concepticon.clld.org/parameters/1426
the Mentawai (Pagai & Sipora) list (no date)	1012	malâbai saki	NA	goedkoop	cheap	murah	648	663	698	FALSE												CHEAP	1887	https://concepticon.clld.org/parameters/1887
the Mentawai (Pagai & Sipora) list (no date)	1013	oetak	NA	schuld	debt	hutang	649	664	699	FALSE												DEBT	1914	https://concepticon.clld.org/parameters/1914
the Mentawai (Pagai & Sipora) list (no date)	1015	bajar	NA	betalen	to pay	membayar	651	666	701	FALSE												PAY	718	https://concepticon.clld.org/parameters/718
the Mentawai (Pagai & Sipora) list (no date)	1016	isakiake	NA	verkopen	to sell	menjual	652	667	702	FALSE												SELL	1571	https://concepticon.clld.org/parameters/1571
the Mentawai (Pagai & Sipora) list (no date)	1017/1018	bale	NA	lenen <unsp.>	borrow	pinjam	653	668	703	FALSE												BORROW	1823	https://concepticon.clld.org/parameters/1823
the Mentawai (Pagai & Sipora) list (no date)	1019	pasili	NA	ruilen	to exchange	menukar	654	669	704	FALSE												EXCHANGE	2509	https://concepticon.clld.org/parameters/2509
the Mentawai (Pagai & Sipora) list (no date)	1020	beleki	46	bieden	to offer	mempersembahkan	655	670	-	FALSE				(lit.) to deduct , to lessen								DONATE	196	https://concepticon.clld.org/parameters/196
the Mentawai (Pagai & Sipora) list (no date)	1026-1028	kereki	47	maten en gewichten <unsp.>			660	674	-	FALSE			kereki	to measure								NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1033	abak	48	prauw	proa, canoe	perahu	664	678	707	FALSE			abak	an ordinary canoe								CANOE	1970	https://concepticon.clld.org/parameters/1970
the Mentawai (Pagai & Sipora) list (no date)	1033	kalabba	48	prauw	proa, canoe	perahu	664	678	707	FALSE			kalabba	a large canoe								CANOE	1970	https://concepticon.clld.org/parameters/1970
the Mentawai (Pagai & Sipora) list (no date)	1033	kinapat	48	prauw	proa, canoe	perahu	664	678	707	FALSE			kinapat	a large Malay proa								CANOE	1970	https://concepticon.clld.org/parameters/1970
the Mentawai (Pagai & Sipora) list (no date)	1035	pangaraitat	NA	mast	mast	tiang perahu	665	679	709	FALSE												MAST	184	https://concepticon.clld.org/parameters/184
the Mentawai (Pagai & Sipora) list (no date)	1037	ladjo	NA	zeilen	to sail	berlayar	666	680	711	FALSE												SAIL	787	https://concepticon.clld.org/parameters/787
the Mentawai (Pagai & Sipora) list (no date)	1037	moeladjo	NA	zeilen	to sail	berlayar	666	680	711	FALSE												SAIL	787	https://concepticon.clld.org/parameters/787
the Mentawai (Pagai & Sipora) list (no date)	1038	goeroengan	NA	roer	rudder, helm	kemudi	667	681	712	FALSE												RUDDER	108	https://concepticon.clld.org/parameters/108
the Mentawai (Pagai & Sipora) list (no date)	1040	loega	NA	(roei) riem, pagaai	oar, paddle	pengayuh	668	682	714	FALSE												OAR OR PADDLE	3318	https://concepticon.clld.org/parameters/3318
the Mentawai (Pagai & Sipora) list (no date)	1040	nguiroet	NA	(roei) riem, pagaai	oar, paddle	pengayuh	668	682	714	FALSE												OAR OR PADDLE	3318	https://concepticon.clld.org/parameters/3318
the Mentawai (Pagai & Sipora) list (no date)	1041/1042	loeloemai	NA	schepper, scheppen <unsp.>			670	684	-	FALSE												NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1043	moeloega	NA	roeien	to row, to pull	mengayuh	669	683	715	TRUE	pull											ROW	1849	https://concepticon.clld.org/parameters/1849
the Mentawai (Pagai & Sipora) list (no date)	1043	ngoenguîroet	NA	roeien	to row, to pull	mengayuh	669	683	715	TRUE	pull											ROW	1849	https://concepticon.clld.org/parameters/1849
the Mentawai (Pagai & Sipora) list (no date)	1049	sao	NA	anker	anchor	sauh	671	685	-	FALSE												ANCHOR	1870	https://concepticon.clld.org/parameters/1870
the Mentawai (Pagai & Sipora) list (no date)	1051	poesasat	49	haven	harbour	pelabuhan	673	687	-	FALSE				= anchorage								PORT	610	https://concepticon.clld.org/parameters/610
the Mentawai (Pagai & Sipora) list (no date)	1052	magô	NA	stranden, schipbreuklijden	to be wrecked	terdampar, kandas	676	691	-	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	1061	abeoe	NA	groot	great, big	besar	682	697	726	TRUE	big											BIG	1202	https://concepticon.clld.org/parameters/1202
the Mentawai (Pagai & Sipora) list (no date)	1062	magoiso	NA	klein	small	kecil	683	698	727	TRUE												SMALL	1246	https://concepticon.clld.org/parameters/1246
the Mentawai (Pagai & Sipora) list (no date)	1063	matanta	NA	lang (van een voorwerp)	long (things)	panjang	684	699	728	TRUE	long											LONG	1203	https://concepticon.clld.org/parameters/1203
the Mentawai (Pagai & Sipora) list (no date)	1064	maboeroe'	NA	lang (van tijd)	long (time)	lama	684	699	728	FALSE												FOR A LONG TIME	418	https://concepticon.clld.org/parameters/418
the Mentawai (Pagai & Sipora) list (no date)	1065	matete	NA	kort (van een voorwerp)	short (things)	pendek	685	700	-	TRUE	short											SHORT	1645	https://concepticon.clld.org/parameters/1645
the Mentawai (Pagai & Sipora) list (no date)	1066	ta'maoedjoe	NA	kort (van tijd)	short (time)	singkat, pendek	685	700	-	TRUE	short											SHORT (TIME)	3312	https://concepticon.clld.org/parameters/3312
the Mentawai (Pagai & Sipora) list (no date)	1067	mamo'mo'	NA	dik (van mens of dier)	big, fat	gemuk	686	701	730	TRUE	big											FAT (OBESE)	1279	https://concepticon.clld.org/parameters/1279
the Mentawai (Pagai & Sipora) list (no date)	1068	makepoe	NA	dik (van een levenloos voorwerp)	thick	tebal	686	701	730	TRUE												THICK	1244	https://concepticon.clld.org/parameters/1244
the Mentawai (Pagai & Sipora) list (no date)	1070	manipi	NA	dun	thin	tipis	687	702	731	TRUE												FINE OR THIN	2157	https://concepticon.clld.org/parameters/2157
the Mentawai (Pagai & Sipora) list (no date)	1071	makainang	NA	mager	thin, meagre, skinny	kurus	689	706	732	TRUE	thin											THIN (SLIM)	1400	https://concepticon.clld.org/parameters/1400
the Mentawai (Pagai & Sipora) list (no date)	1072-1074	mamo'mo'	NA	ver <unsp.>	far	jauh	690	707	-	FALSE												FAR	1406	https://concepticon.clld.org/parameters/1406
the Mentawai (Pagai & Sipora) list (no date)	1075	makalâssau	NA	slank van middel	slim	langsing	691	708	735	FALSE												THIN (SLIM)	1400	https://concepticon.clld.org/parameters/1400
the Mentawai (Pagai & Sipora) list (no date)	1079	maôm	NA	tam, mak	tame	jinak	-	703	738	FALSE												TAME	2838	https://concepticon.clld.org/parameters/2838
the Mentawai (Pagai & Sipora) list (no date)	1080/1081	malia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1082	maila	NA	verlegen, beschaamd	shy, ashamed	malu	-	705	740	FALSE												SHY OR ASHAMED	3805	https://concepticon.clld.org/parameters/3805
the Mentawai (Pagai & Sipora) list (no date)	1083/1084	makeroe	NA	diep <unsp.>	deep	dalam	693	710	741	FALSE												DEEP	1593	https://concepticon.clld.org/parameters/1593
the Mentawai (Pagai & Sipora) list (no date)	1085/1086	makale	NA	ondiep <unspec.>	shallow	dangkal	694	711	742	FALSE												SHALLOW	193	https://concepticon.clld.org/parameters/193
the Mentawai (Pagai & Sipora) list (no date)	1087	maboeak	NA	hoog	high	tinggi	695	712	743	FALSE												HIGH OR TALL	2790	https://concepticon.clld.org/parameters/2790
the Mentawai (Pagai & Sipora) list (no date)	1088	malalep	NA	laag	low	rendah	696	713	744	FALSE												LOW	721	https://concepticon.clld.org/parameters/721
the Mentawai (Pagai & Sipora) list (no date)	1089	maroipo	NA	recht	straight	lurus	697	714	745	TRUE												STRAIGHT	1404	https://concepticon.clld.org/parameters/1404
the Mentawai (Pagai & Sipora) list (no date)	1090	makoiloet	NA	krom	crooked, bent	bengkok	698	715	746	FALSE												CROOKED	297	https://concepticon.clld.org/parameters/297
the Mentawai (Pagai & Sipora) list (no date)	1096	manangka	NA	licht	light	ringan	722	739	752	FALSE												LIGHT (WEIGHT)	1052	https://concepticon.clld.org/parameters/1052
the Mentawai (Pagai & Sipora) list (no date)	1097	marabram	NA	schuin	slanting, sloping	serong, miring	699	717	753	FALSE												SLANTED	3075	https://concepticon.clld.org/parameters/3075
the Mentawai (Pagai & Sipora) list (no date)	1098	marauroe	NA	scherp	sharp	tajam	700	718	754	TRUE												SHARP	1396	https://concepticon.clld.org/parameters/1396
the Mentawai (Pagai & Sipora) list (no date)	1101	makela	NA	hard	hard	keras	701	719	757	FALSE												HARD	1884	https://concepticon.clld.org/parameters/1884
the Mentawai (Pagai & Sipora) list (no date)	1102	mame'me'	NA	week	weak	lembek, lemah	702	720	-	FALSE												WEAK	1601	https://concepticon.clld.org/parameters/1601
the Mentawai (Pagai & Sipora) list (no date)	1104/1105	marokat	NA	warm <unsp.>	hot	panas	703	721	759	FALSE												HOT OR WARM	2272	https://concepticon.clld.org/parameters/2272
the Mentawai (Pagai & Sipora) list (no date)	1106/1107	maleppet	NA	koud <unsp.>	cold	dingin	704	722	760	FALSE												COLD	1287	https://concepticon.clld.org/parameters/1287
the Mentawai (Pagai & Sipora) list (no date)	1109/1110	malaimoetoe	NA	rond <unsp.>	round	bulat	705	723	762	FALSE												ROUND	1395	https://concepticon.clld.org/parameters/1395
the Mentawai (Pagai & Sipora) list (no date)	1109/1110	simuine	NA	rond <unsp.>	round	bulat	705	723	762	FALSE												ROUND	1395	https://concepticon.clld.org/parameters/1395
the Mentawai (Pagai & Sipora) list (no date)	1113	malio	NA	breed	broad	luas, lebar	707	725	764	FALSE												BROAD	2531	https://concepticon.clld.org/parameters/2531
the Mentawai (Pagai & Sipora) list (no date)	1115	makoilop	NA	nauw	narrow	sempit	709	726	766	TRUE												NARROW	1267	https://concepticon.clld.org/parameters/1267
the Mentawai (Pagai & Sipora) list (no date)	1116	alio	NA	ruim, wijd	wide	luas	710	727	767	TRUE												WIDE	1243	https://concepticon.clld.org/parameters/1243
the Mentawai (Pagai & Sipora) list (no date)	1117	maron	NA	krachtig, sterk	strong	kokoh	711	728	768	FALSE												STRONG	785	https://concepticon.clld.org/parameters/785
the Mentawai (Pagai & Sipora) list (no date)	1119	magege	NA	dapper	brave, bold	perkasa, gagah	-	729	770	FALSE												BRAVE	3	https://concepticon.clld.org/parameters/3
the Mentawai (Pagai & Sipora) list (no date)	1121	mabeili	NA	lui	lazy	malas	-	731	772	FALSE												LAZY	1564	https://concepticon.clld.org/parameters/1564
the Mentawai (Pagai & Sipora) list (no date)	1125	magarak	NA	droog	dry	kering	713	732	776	TRUE												DRY	1398	https://concepticon.clld.org/parameters/1398
the Mentawai (Pagai & Sipora) list (no date)	1127	masoea	NA	nat	wet	basah	714	733	778	TRUE												WET	1726	https://concepticon.clld.org/parameters/1726
the Mentawai (Pagai & Sipora) list (no date)	1130	maeroe	NA	goed	good	baik, bagus	715	734	781	TRUE												GOOD	1035	https://concepticon.clld.org/parameters/1035
the Mentawai (Pagai & Sipora) list (no date)	1132-1134	malaînge	NA	mooi <unsp.>	nice	bagus	716	735	783	FALSE												GOOD	1035	https://concepticon.clld.org/parameters/1035
the Mentawai (Pagai & Sipora) list (no date)	1135	malatsak	NA	mooi (van zaak)	beautiful (things)	indah, bagus	716	735	783	FALSE												GOOD	1035	https://concepticon.clld.org/parameters/1035
the Mentawai (Pagai & Sipora) list (no date)	1142	sita' kabaga	NA	leeg	empty	kosong	719	737	787	FALSE												EMPTY	1624	https://concepticon.clld.org/parameters/1624
the Mentawai (Pagai & Sipora) list (no date)	1143	masoen	NA	vol	full	penuh	720	738	788	TRUE												FULL	1429	https://concepticon.clld.org/parameters/1429
the Mentawai (Pagai & Sipora) list (no date)	1146/1147	maron	NA	vast <unsp.>			723	740	791	FALSE												NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1148/1149	maroegoet	NA	los <unsp.>	loose	longgar	724	741	792	FALSE												LOOSE	2506	https://concepticon.clld.org/parameters/2506
the Mentawai (Pagai & Sipora) list (no date)	1148/1149	toeroeba	NA	los <unsp.>	loose	longgar	724	741	792	FALSE												LOOSE	2506	https://concepticon.clld.org/parameters/2506
the Mentawai (Pagai & Sipora) list (no date)	1150	mabadja	NA	oud	old	tua	725	742	793	TRUE												OLD	1229	https://concepticon.clld.org/parameters/1229
the Mentawai (Pagai & Sipora) list (no date)	1152	mabaoe	NA	jong	young	muda	726	743	795	FALSE												YOUNG	1207	https://concepticon.clld.org/parameters/1207
the Mentawai (Pagai & Sipora) list (no date)	1153	baoe	NA	nieuw	new	baru	727	744	796	TRUE												NEW	1231	https://concepticon.clld.org/parameters/1231
the Mentawai (Pagai & Sipora) list (no date)	1154	mageba	NA	arm	poor	miskin	728	745	797	FALSE												POOR	1674	https://concepticon.clld.org/parameters/1674
the Mentawai (Pagai & Sipora) list (no date)	1155	makaîo	NA	welvarend	wealthy	kaya	729	746	798	FALSE												RICH	712	https://concepticon.clld.org/parameters/712
the Mentawai (Pagai & Sipora) list (no date)	1156	masaggo	NA	moe	tired	lelah	-	747	799	FALSE												TIRED	1757	https://concepticon.clld.org/parameters/1757
the Mentawai (Pagai & Sipora) list (no date)	1159	ta'iga patoeat	NA	dom	dumb	bodoh	732	750	802	FALSE												DUMB	1492	https://concepticon.clld.org/parameters/1492
the Mentawai (Pagai & Sipora) list (no date)	1160	maagai	NA	knap	clever	pandai	733	751	803	FALSE												CLEVER	1310	https://concepticon.clld.org/parameters/1310
the Mentawai (Pagai & Sipora) list (no date)	1161	makaikai	NA	zoet	sweet	manis	737	755	804	FALSE												SWEET	717	https://concepticon.clld.org/parameters/717
the Mentawai (Pagai & Sipora) list (no date)	1162	malaga	NA	zuur	sour	kecut, masam	738	756	805	FALSE												SOUR	1906	https://concepticon.clld.org/parameters/1906
the Mentawai (Pagai & Sipora) list (no date)	1163	mapait	NA	bitter	bitter	pahit	739	757	806	FALSE												BITTER	887	https://concepticon.clld.org/parameters/887
the Mentawai (Pagai & Sipora) list (no date)	1164	malêoe	50	samentrekkend	astringent	sepat	740	758	-	FALSE				= tart								ASTRINGENT	3837	https://concepticon.clld.org/parameters/3837
the Mentawai (Pagai & Sipora) list (no date)	1166	makoat	NA	zout, ziltig (bijvnw)	salty	asin	741	759	808	FALSE												SALTY	1091	https://concepticon.clld.org/parameters/1091
the Mentawai (Pagai & Sipora) list (no date)	1166	makaop	NA	zout, ziltig (bijvnw)	salty	asin	741	759	808	FALSE												SALTY	1091	https://concepticon.clld.org/parameters/1091
the Mentawai (Pagai & Sipora) list (no date)	1167	mabo͡elao	NA	wit	white	putih	742	760	809	TRUE												WHITE	1335	https://concepticon.clld.org/parameters/1335
the Mentawai (Pagai & Sipora) list (no date)	1168	mapoesoe	NA	zwart	black	hitam	743	761	810	TRUE												BLACK	163	https://concepticon.clld.org/parameters/163
the Mentawai (Pagai & Sipora) list (no date)	1169	mabonan	NA	rood	red	merah	744	762	811	TRUE												RED	156	https://concepticon.clld.org/parameters/156
the Mentawai (Pagai & Sipora) list (no date)	1170	mabonan	NA	bruin	brown	coklat	745	763	812	FALSE												BROWN	2409	https://concepticon.clld.org/parameters/2409
the Mentawai (Pagai & Sipora) list (no date)	1171	makîniu	NA	geel	yellow	kuning	746	764	813	TRUE												YELLOW	1424	https://concepticon.clld.org/parameters/1424
the Mentawai (Pagai & Sipora) list (no date)	1172	malimoen	NA	blauw	blue	biru	747	765	814	FALSE												BLUE	837	https://concepticon.clld.org/parameters/837
the Mentawai (Pagai & Sipora) list (no date)	1173	malimoen	NA	groen	green	hijau	748	766	815	TRUE												GREEN	1425	https://concepticon.clld.org/parameters/1425
the Mentawai (Pagai & Sipora) list (no date)	1174	gaba	NA	zoeken	to look for	mencari	749	767	816	FALSE												LOOK FOR	1468	https://concepticon.clld.org/parameters/1468
the Mentawai (Pagai & Sipora) list (no date)	1175	sese	NA	vinden	to find	menemukan	750	768	817	FALSE												FIND	719	https://concepticon.clld.org/parameters/719
the Mentawai (Pagai & Sipora) list (no date)	1176	ake	NA	geven	to give	memberikan	751	769	818	TRUE	give											GIVE	1447	https://concepticon.clld.org/parameters/1447
the Mentawai (Pagai & Sipora) list (no date)	1179	ala	NA	nemen	to take	mengambil	752	770	821	FALSE												TAKE	1749	https://concepticon.clld.org/parameters/1749
the Mentawai (Pagai & Sipora) list (no date)	1180	ala	NA	halen	to get	pergi mengambil	755	773	822	FALSE												GET	694	https://concepticon.clld.org/parameters/694
the Mentawai (Pagai & Sipora) list (no date)	1193	agai	NA	kennen	to know	tahu, mengetahui kenal	753	771	835	TRUE	know, to											KNOW	3626	https://concepticon.clld.org/parameters/3626
the Mentawai (Pagai & Sipora) list (no date)	1194	patoeat	NA	denken	to think	berpikir	150	155	836	TRUE	think, to											THINK	2271	https://concepticon.clld.org/parameters/2271
the Mentawai (Pagai & Sipora) list (no date)	1195	agai	NA	weten	to know	tahu, mengetahui	151	156	837	TRUE	know, to											KNOW (SOMETHING)	1410	https://concepticon.clld.org/parameters/1410
the Mentawai (Pagai & Sipora) list (no date)	1196	rebreb	NA	zich herinneren	to remember	mengingat, mengenang	152	157	838	FALSE												REMEMBER	707	https://concepticon.clld.org/parameters/707
the Mentawai (Pagai & Sipora) list (no date)	1197	toekalîpou	NA	vergeten zijn	to have forgotten something	lupa	153	158	839	FALSE												FORGET	1523	https://concepticon.clld.org/parameters/1523
the Mentawai (Pagai & Sipora) list (no date)	1198	pakele	NA	ontkennen	to deny	menyangkal	154	159	840	FALSE												DENY	755	https://concepticon.clld.org/parameters/755
the Mentawai (Pagai & Sipora) list (no date)	1199	boelatnake	51	bekennen	to confess	mengaku	155	160	841	FALSE				to prove s.t.								ADMIT	2022	https://concepticon.clld.org/parameters/2022
the Mentawai (Pagai & Sipora) list (no date)	1200	mengmeng	NA	zwijgen	to be silent	diam	156	161	842	FALSE												BE SILENT	48	https://concepticon.clld.org/parameters/48
the Mentawai (Pagai & Sipora) list (no date)	1201	masingoenjoe	NA	prevelen	to mumble	komat-kamit	157	162	-	FALSE												MUMBLE	128	https://concepticon.clld.org/parameters/128
the Mentawai (Pagai & Sipora) list (no date)	1202	patibo	NA	spreken	to speak	berbicara	132	134	843	TRUE	speak											SPEAK	1623	https://concepticon.clld.org/parameters/1623
the Mentawai (Pagai & Sipora) list (no date)	1203	moeoerai	NA	zingen	to sing	bernyanyi	146	151	844	TRUE	sing											SING	1261	https://concepticon.clld.org/parameters/1261
the Mentawai (Pagai & Sipora) list (no date)	1206	sogai	NA	roepen	to call	memanggil	147	152	847	FALSE												CALL	1084	https://concepticon.clld.org/parameters/1084
the Mentawai (Pagai & Sipora) list (no date)	1208	momoi	NA	kunnen	to be able to	dapat, sanggup	754	772	849	FALSE												BE ABLE	972	https://concepticon.clld.org/parameters/972
the Mentawai (Pagai & Sipora) list (no date)	1210	moegâlai	NA	werken	to work	bekerja	756	774	851	TRUE	work											WORK (ACTIVITY)	1086	https://concepticon.clld.org/parameters/1086
the Mentawai (Pagai & Sipora) list (no date)	1211	masibairat	NA	dragen (op de schouder)	to shoulder	memikul	130	132	852	FALSE												CARRY ON SHOULDER	413	https://concepticon.clld.org/parameters/413
the Mentawai (Pagai & Sipora) list (no date)	1213	masiboka	NA	dragen (aan de hangende hand)	to carry something hanging from the hand	menjinjing	130	132	852	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	1214	beila	NA	dragen (op de heup)	to carry on the hip	menggendong, mendukung	130	132	852	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	1215	masitino	NA	dragen (onder de oksel)	to carry under the arm	mengepit	-	132	852	FALSE												CARRY UNDER ARM	415	https://concepticon.clld.org/parameters/415
the Mentawai (Pagai & Sipora) list (no date)	1220	iore	NA	dragen (op de rug)	to carry on the back	memikul (di punggung)	130	132	-	FALSE												CARRY ON BACK	465	https://concepticon.clld.org/parameters/465
the Mentawai (Pagai & Sipora) list (no date)	1221	laptip	NA	dragen (voor de buik)	to carry in front of oneself	menggendong di muka (memeluk)	130	132	-	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	1223	moemata	NA	wakker zijn	to be awake	bangun, terjaga, tidak tidur	757	775	-	FALSE												AWAKE	825	https://concepticon.clld.org/parameters/825
the Mentawai (Pagai & Sipora) list (no date)	1224	toedjago	NA	bewaken	to guard, to watch	menjaga	757	775	854	FALSE												GUARD	1940	https://concepticon.clld.org/parameters/1940
the Mentawai (Pagai & Sipora) list (no date)	1227	areo	NA	horen	to hear	mendengar	-	777	856	TRUE	hear											HEAR	1408	https://concepticon.clld.org/parameters/1408
the Mentawai (Pagai & Sipora) list (no date)	1228	itso	NA	zien	to see	melihat	-	778	857	TRUE												SEE	1409	https://concepticon.clld.org/parameters/1409
the Mentawai (Pagai & Sipora) list (no date)	1229	ping	52	ruiken	to smell	mencium	-	779	858	TRUE	smell			to sniff at each other , to kiss								SMELL (PERCEIVE)	1586	https://concepticon.clld.org/parameters/1586
the Mentawai (Pagai & Sipora) list (no date)	1229	pasigoek	52	ruiken	to smell	mencium	-	779	858	TRUE	smell			to sniff at each other , to kiss								SMELL (PERCEIVE)	1586	https://concepticon.clld.org/parameters/1586
the Mentawai (Pagai & Sipora) list (no date)	1233	djoeroep	NA	slurpen	to slurp	menghirup	-	780	862	FALSE												CONSUME (DRINK OR EAT)	2787	https://concepticon.clld.org/parameters/2787
the Mentawai (Pagai & Sipora) list (no date)	1234	moesingoe	NA	snuiten	to blow the nose	membuang ingus	-	781	-	FALSE												BLOW (WITH NOSE)	2679	https://concepticon.clld.org/parameters/2679
the Mentawai (Pagai & Sipora) list (no date)	1238	makate baga	NA	liefhebben (iemd.)	to love	mencintai, mengasihi	158	163	865	FALSE												LOVE	923	https://concepticon.clld.org/parameters/923
the Mentawai (Pagai & Sipora) list (no date)	1239	masi'si' baga	NA	haten	to hate	benci	159	164	-	FALSE												HATE	1607	https://concepticon.clld.org/parameters/1607
the Mentawai (Pagai & Sipora) list (no date)	1243	oba	53	willen	to want	hendak	772	798	867	FALSE			ta'koeoba	I don't want <to do> it								WANT	1784	https://concepticon.clld.org/parameters/1784
the Mentawai (Pagai & Sipora) list (no date)	1244	teoe baga	54	iets willen	to want something	menghendaki sesuatu	772	798	-	FALSE			teoe	to resolve , have the intention to								WANT	1784	https://concepticon.clld.org/parameters/1784
the Mentawai (Pagai & Sipora) list (no date)	1244	teoe baga	54	iets willen	to want something	menghendaki sesuatu	772	798	-	FALSE			baga	inner , inward								WANT	1784	https://concepticon.clld.org/parameters/1784
the Mentawai (Pagai & Sipora) list (no date)	1245	boeka	NA	openen	to open	membuka	760	784	868	FALSE												OPEN	1156	https://concepticon.clld.org/parameters/1156
the Mentawai (Pagai & Sipora) list (no date)	1246	patpat	NA	dicht doen	to close	menutup	761	785	869	FALSE												SHUT	1046	https://concepticon.clld.org/parameters/1046
the Mentawai (Pagai & Sipora) list (no date)	1251	jorak	NA	raken	to hit, to touch	mengenai, menyentuh	763	787	874	TRUE	hit											HIT	1433	https://concepticon.clld.org/parameters/1433
the Mentawai (Pagai & Sipora) list (no date)	1251	kerek	NA	raken	to hit, to touch	mengenai, menyentuh	763	787	874	TRUE	hit											HIT	1433	https://concepticon.clld.org/parameters/1433
